gene_id,gene_name
28262,ENSG00000224887.1,NFYCP2
28263,ENSG00000204446.4,LINC02872
28264,ENSG00000212421.1,ENSG10010135277.1
28265,ENSG00000228373.2,RP11-497K15.1
28266,ENSG00000286842.1,RP11-497K15.2
28267,ENSG00000196730.13,DAPK1
28268,ENSG00000219928.2,RP11-40C6.2
28269,ENSG00000236709.1,DAPK1-IT1
28270,ENSG00000135047.16,CTSL
28271,ENSG00000237747.1,RP11-65B23.3
28272,ENSG00000188029.8,CTSL3P
28273,ENSG00000276478.1,RP11-65B23.5
28274,ENSG00000237743.3,FBP2P1
28275,ENSG00000232743.2,ELF2P3
28276,ENSG00000277357.1,NPAP1P7
28277,ENSG00000234575.2,CTSLP8
28278,ENSG00000233884.2,XXyac-YM21GA2.3
28279,ENSG00000214888.3,XXyac-YM21GA2.7
28280,ENSG00000234460.2,XXyac-YM21GA2.4
28281,ENSG00000177992.10,SPATA31E1
28282,ENSG00000230246.7,SPATA31C1
28283,ENSG00000238110.1,RP11-350E12.5
28284,ENSG00000283205.1,RP11-350E12.6
28285,ENSG00000156345.18,CDK20
28286,ENSG00000271923.1,RNU6-86P
28287,ENSG00000217716.3,RPS10P3
28288,ENSG00000287750.1,RP11-350E12.7
28289,ENSG00000225385.3,RP11-350E12.4
28290,ENSG00000177910.8,SPATA31C2
28291,ENSG00000276535.1,RP11-345K9.3
28292,ENSG00000279154.1,RP11-345K9.2
28293,ENSG00000204429.4,RP11-1E11.1
28294,ENSG00000229288.1,RP11-1E11.2
28295,ENSG00000226327.3,RPSAP49
28296,ENSG00000287769.1,RP11-317B17.5
28297,ENSG00000106723.17,SPIN1
28298,ENSG00000275017.1,RP11-317B17.4
28299,ENSG00000227638.2,HNRNPA1P14
28300,ENSG00000231804.1,RP11-317B17.3
28301,ENSG00000130045.16,NXNL2
28302,ENSG00000228189.5,LINC02843
28303,ENSG00000286414.1,RP11-204A14.1
28304,ENSG00000265873.1,MIR4289
28305,ENSG00000225856.2,PCNPP2
28306,ENSG00000228658.1,RP11-791O21.5
28307,ENSG00000213694.6,S1PR3
28308,ENSG00000148082.10,SHC3
28309,ENSG00000224945.1,RP11-82L18.2
28310,ENSG00000123975.5,CKS2
28311,ENSG00000265112.1,MIR3153
28312,ENSG00000187742.15,SECISBP2
28313,ENSG00000187764.12,SEMA4D
28314,ENSG00000231799.2,PA2G4P6
28315,ENSG00000225460.1,RP13-93L13.1
28316,ENSG00000285907.1,RP11-260L6.2
28317,ENSG00000130222.11,GADD45G
28318,ENSG00000237372.4,UNQ6494
28319,ENSG00000236507.2,RP5-1050E16.1
28320,ENSG00000226206.1,RP5-1050E16.2
28321,ENSG00000237626.2,RP11-406A20.1
28322,ENSG00000227555.1,MIR4290HG
28323,ENSG00000263967.1,MIR4290
28324,ENSG00000234910.2,IL6RP1
28325,ENSG00000278382.1,RP11-406A20.5
28326,ENSG00000279503.1,RP11-30P16.1
28327,ENSG00000185074.7,OR7E31P
28328,ENSG00000225072.1,OR7E116P
28329,ENSG00000231107.2,LINC01508
28330,ENSG00000229613.2,LINC01501
28331,ENSG00000165023.7,DIRAS2
28332,ENSG00000236316.2,OR7E109P
28333,ENSG00000270432.1,OR7E108P
28334,ENSG00000165025.15,SYK
28335,ENSG00000287212.1,RP11-148I22.1
28336,ENSG00000228216.1,RP11-367F23.1
28337,ENSG00000260454.2,RP11-367F23.2
28338,ENSG00000237422.2,RP11-305L7.3
28339,ENSG00000230537.2,RP11-305L7.1
28340,ENSG00000229694.7,LINC00484
28341,ENSG00000235641.5,LINC00484
28342,ENSG00000230147.2,RP11-305L7.5
28343,ENSG00000273381.1,RP11-305L7.7
28344,ENSG00000148090.12,AUH
28345,ENSG00000165030.4,NFIL3
28346,ENSG00000233081.1,RP11-440G5.2
28347,ENSG00000169071.15,ROR2
28348,ENSG00000228595.1,PAICSP2
28349,ENSG00000266855.1,MIR3910-1
28350,ENSG00000283351.1,MIR3910-2
28351,ENSG00000090054.15,SPTLC1
28352,ENSG00000227399.1,RP11-118F2.2
28353,ENSG00000237306.1,HSPE1P22
28354,ENSG00000275756.1,RP11-100G15.12
28355,ENSG00000232179.1,MTATP6P29
28356,ENSG00000228069.1,MTCO3P29
28357,ENSG00000238288.1,MTND3P23
28358,ENSG00000240791.1,MTND4LP7
28359,ENSG00000227321.2,MTND4P15
28360,ENSG00000234537.1,RP11-100G15.7
28361,ENSG00000225511.7,LINC00475
28362,ENSG00000236717.2,RP11-100G15.10
28363,ENSG00000224809.2,BEND3P2
28364,ENSG00000276717.2,PRSS47
28365,ENSG00000236115.1,RP11-62C3.6
28366,ENSG00000196305.19,IARS1
28367,ENSG00000281156.1,MIR3651
28368,ENSG00000239183.1,SNORA84
28369,ENSG00000198000.12,NOL8
28370,ENSG00000188312.14,CENPP
28371,ENSG00000229530.1,RP11-62C3.8
28372,ENSG00000106809.11,OGN
28373,ENSG00000127083.8,OMD
28374,ENSG00000106819.13,ASPN
28375,ENSG00000106823.12,ECM2
28376,ENSG00000264158.1,MIR4670
28377,ENSG00000225551.1,RP11-19J3.5
28378,ENSG00000285650.1,RP11-19J3.7
28379,ENSG00000127080.10,IPPK
28380,ENSG00000213669.2,RP11-476B13.2
28381,ENSG00000185963.14,BICD2
28382,ENSG00000288062.1,RP11-526D8.12
28383,ENSG00000288271.1,RP11-526D8.13
28384,ENSG00000187984.13,ANKRD19P
28385,ENSG00000252772.1,RNU6-714P
28386,ENSG00000226721.2,EEF1DP2
28387,ENSG00000275318.1,RP11-526D8.11
28388,ENSG00000127081.14,ZNF484
28389,ENSG00000226668.5,RP11-526D8.7
28390,ENSG00000232843.2,SNX18P2
28391,ENSG00000188101.5,ALOX15P2
28392,ENSG00000127084.19,FGD3
28393,ENSG00000157303.11,SUSD3
28394,ENSG00000223446.2,RP11-274J16.5
28395,ENSG00000165233.18,CARD19
28396,ENSG00000131669.10,NINJ1
28397,ENSG00000203364.2,RP11-370F5.4
28398,ENSG00000165238.16,WNK2
28399,ENSG00000204352.4,C9orf129
28400,ENSG00000200570.1,RNU6-829P
28401,ENSG00000201074.1,Y
28402,ENSG00000237385.1,RP11-165J3.5
28403,ENSG00000188938.17,FAM120AOS
28404,ENSG00000048828.17,FAM120A
28405,ENSG00000197724.11,PHF2
28406,ENSG00000283146.1,MIR548AU
28407,ENSG00000231990.2,RP11-53B5.1
28408,ENSG00000265347.1,MIR4291
28409,ENSG00000131668.14,BARX1
28410,ENSG00000235601.1,BARX1-DT
28411,ENSG00000158079.16,PTPDC1
28412,ENSG00000227666.1,CYCSP24
28413,ENSG00000286834.1,RP11-490F3.3
28414,ENSG00000286203.1,RP11-2B6.4
28415,ENSG00000269929.3,MIRLET7A1HG
28416,ENSG00000199165.3,MIRLET7A1
28417,ENSG00000199072.3,MIRLET7F1
28418,ENSG00000230262.8,LINC02603
28419,ENSG00000199133.3,MIRLET7D
28420,ENSG00000175787.17,ZNF169
28421,ENSG00000237679.2,VDAC1P11
28422,ENSG00000130950.14,NUTM2F
28423,ENSG00000232063.2,RP11-307E17.8
28424,ENSG00000224815.3,RP11-307E17.9
28425,ENSG00000282886.1,PTMAP12
28426,ENSG00000148110.16,MFSD14B
28427,ENSG00000278486.1,YRDCP1
28428,ENSG00000286850.1,RP11-533K9.5
28429,ENSG00000224245.1,RP11-533K9.3
28430,ENSG00000202445.1,RNU6-669P
28431,ENSG00000231806.3,PCAT7
28432,ENSG00000130957.5,FBP2
28433,ENSG00000165140.12,FBP1
28434,ENSG00000288023.1,RP11-279I21.2
28435,ENSG00000148120.18,AOPEP
28436,ENSG00000252153.1,MIR2278
28437,ENSG00000230815.1,RP11-49O14.3
28438,ENSG00000236095.1,RP11-49O14.2
28439,ENSG00000224764.1,RP11-54O15.3
28440,ENSG00000285807.1,RP11-54O15.4
28441,ENSG00000274115.1,MIR6081
28442,ENSG00000207563.1,MIR23B
28443,ENSG00000207864.3,MIR27B
28444,ENSG00000207617.4,MIR3074
28445,ENSG00000284459.1,MIR24-1
28446,ENSG00000158169.13,FANCC
28447,ENSG00000229065.1,RP11-80I15.4
28448,ENSG00000223849.1,RP11-80I15.1
28449,ENSG00000251884.1,RNA5SP288
28450,ENSG00000230221.2,RP11-173G21.1
28451,ENSG00000271384.1,RP11-435O5.7
28452,ENSG00000213761.4,MT1P1
28453,ENSG00000185920.17,PTCH1
28454,ENSG00000271314.1,RP11-435O5.6
28455,ENSG00000271155.1,RP11-435O5.5
28456,ENSG00000271659.1,RP11-435O5.4
28457,ENSG00000229345.2,RP11-332M4.1
28458,ENSG00000228142.2,RP11-180I4.2
28459,ENSG00000227358.1,RP11-180I4.1
28460,ENSG00000175611.12,LINC00476
28461,ENSG00000268926.3,RP11-180I4.4
28462,ENSG00000252847.1,RNU2-46P
28463,ENSG00000182150.19,ERCC6L2
28464,ENSG00000199202.1,RNA5SP289
28465,ENSG00000237631.2,PARK7P2
28466,ENSG00000225194.3,LINC00092
28467,ENSG00000237212.2,RP11-569G13.2
28468,ENSG00000201938.1,Y
28469,ENSG00000275465.7,RP11-569G13.3
28470,ENSG00000287187.1,RP11-569G13.4
28471,ENSG00000224546.2,EIF4BP3
28472,ENSG00000130948.10,HSD17B3
28473,ENSG00000285269.2,RP11-240L7.5
28474,ENSG00000232283.1,HSD17B3-AS1
28475,ENSG00000207276.1,RNU6-1160P
28476,ENSG00000130958.13,SLC35D2
28477,ENSG00000165244.7,ZNF367
28478,ENSG00000238251.2,NSA2P7
28479,ENSG00000286835.1,RP11-172F4.7
28480,ENSG00000287302.1,RP11-172F4.8
28481,ENSG00000130956.14,HABP4
28482,ENSG00000081377.17,CDC14B
28483,ENSG00000158122.12,PRXL2C
28484,ENSG00000224848.2,RP11-535M15.1
28485,ENSG00000233820.2,RP11-535M15.2
28486,ENSG00000081386.13,ZNF510
28487,ENSG00000196597.13,ZNF782
28488,ENSG00000196312.15,MFSD14C
28489,ENSG00000269907.1,PTMAP11
28490,ENSG00000227257.1,RP11-330M2.3
28491,ENSG00000188152.13,NUTM2G
28492,ENSG00000236745.2,YRDCP2
28493,ENSG00000136943.12,CTSV
28494,ENSG00000197214.5,TCEA1P1
28495,ENSG00000228376.3,GAS2L1P2
28496,ENSG00000228038.1,VN1R51P
28497,ENSG00000213612.3,FAM220CP
28498,ENSG00000277103.1,RP11-520B13.8
28499,ENSG00000159712.10,ANKRD18CP
28500,ENSG00000252721.1,RNU6-798P
28501,ENSG00000242375.1,RP11-498P14.3
28502,ENSG00000188801.9,ZNF322P1
28503,ENSG00000203279.4,RP11-498P14.5
28504,ENSG00000235494.2,RP11-498P14.4
28505,ENSG00000254876.5,STRA6LP
28506,ENSG00000255036.6,SUGT1P4-STRA6LP-CCDC180
28507,ENSG00000254483.1,SUGT1P4
28508,ENSG00000254633.2,RP11-23J9.7
28509,ENSG00000197816.16,CCDC180
28510,ENSG00000221269.1,MIR1302-8
28511,ENSG00000228957.1,RP11-23J9.3
28512,ENSG00000286375.1,RP11-23J9.8
28513,ENSG00000196116.8,TDRD7
28514,ENSG00000136842.14,TMOD1
28515,ENSG00000228174.7,RP11-244N9.6
28516,ENSG00000136925.15,TSTD2
28517,ENSG00000136937.13,NCBP1
28518,ENSG00000231521.1,RP11-244N9.4
28519,ENSG00000136936.11,XPA
28520,ENSG00000214417.4,KRT18P13
28521,ENSG00000236130.2,PTCSC2
28522,ENSG00000260677.1,RP11-546O6.4
28523,ENSG00000178919.9,FOXE1
28524,ENSG00000136932.14,TRMO
28525,ENSG00000201830.1,Y
28526,ENSG00000287070.1,RP11-23B15.5
28527,ENSG00000136929.13,HEMGN
28528,ENSG00000136938.9,ANP32B
28529,ENSG00000236896.1,RP11-535C21.3
28530,ENSG00000212521.1,RNU6-918P
28531,ENSG00000095380.11,NANS
28532,ENSG00000106785.15,TRIM14
28533,ENSG00000274011.1,Metazoa
28534,ENSG00000106789.13,CORO2A
28535,ENSG00000095383.20,TBC1D2
28536,ENSG00000278412.1,MIR6854
28537,ENSG00000224001.2,RP11-270F18.2
28538,ENSG00000136928.7,GABBR2
28539,ENSG00000229897.2,SEPTIN7P7
28540,ENSG00000165138.18,ANKS6
28541,ENSG00000285706.1,RP11-105G5.2
28542,ENSG00000119514.7,GALNT12
28543,ENSG00000267026.5,RP11-92C4.3
28544,ENSG00000229338.1,NME2P3
28545,ENSG00000204291.11,COL15A1
28546,ENSG00000270412.1,RP11-92C4.6
28547,ENSG00000106799.13,TGFBR1
28548,ENSG00000252942.1,RNA5SP290
28549,ENSG00000227269.1,RP11-96L7.2
28550,ENSG00000240235.3,RN7SL794P
28551,ENSG00000119523.10,ALG2
28552,ENSG00000106803.10,SEC61B
28553,ENSG00000222337.1,RN7SKP225
28554,ENSG00000255815.3,KRT8P11
28555,ENSG00000271086.7,NAMA
28556,ENSG00000277828.1,ENSG10010135318.1
28557,ENSG00000287955.1,RP11-13B9.6
28558,ENSG00000277465.1,ENSG10010134453.1
28559,ENSG00000237461.2,RP11-554F20.1
28560,ENSG00000255145.3,STX17-AS1
28561,ENSG00000234860.2,RP11-547C13.1
28562,ENSG00000119508.18,NR4A3
28563,ENSG00000136874.11,STX17
28564,ENSG00000254571.1,RP11-60I3.4
28565,ENSG00000023318.8,ERP44
28566,ENSG00000234709.2,UPF3AP3
28567,ENSG00000119509.13,INVS
28568,ENSG00000239908.3,RN7SL75P
28569,ENSG00000238172.2,RPS2P35
28570,ENSG00000270995.1,RP11-29B11.5
28571,ENSG00000231697.3,NANOGP5
28572,ENSG00000136891.14,TEX10
28573,ENSG00000066697.15,MSANTD3
28574,ENSG00000251349.3,MSANTD3-TMEFF1
28575,ENSG00000241697.5,TMEFF1
28576,ENSG00000170681.7,CAVIN4
28577,ENSG00000200966.1,RN7SKP87
28578,ENSG00000237999.2,ACTG1P19
28579,ENSG00000230161.1,RP11-62L10.1
28580,ENSG00000229541.2,GAPDHP26
28581,ENSG00000148123.15,PLPPR1
28582,ENSG00000238143.1,RP11-70K10.2
28583,ENSG00000253041.1,ENSG10010135504.1
28584,ENSG00000227411.1,ACNATP
28585,ENSG00000136881.12,BAAT
28586,ENSG00000236763.2,TRMT112P4
28587,ENSG00000230328.2,RP11-35N6.6
28588,ENSG00000234502.2,FYTTD1P1
28589,ENSG00000136897.8,MRPL50
28590,ENSG00000136870.11,ZNF189
28591,ENSG00000136872.20,ALDOB
28592,ENSG00000270982.1,RP11-490D19.11
28593,ENSG00000225376.6,TMEM246-AS1
28594,ENSG00000165152.9,PGAP4
28595,ENSG00000233055.1,RP11-490D19.8
28596,ENSG00000155827.12,RNF20
28597,ENSG00000198785.7,GRIN3A
28598,ENSG00000188386.8,PPP3R2
28599,ENSG00000230302.2,MTND3P4
28600,ENSG00000230418.2,ARL2BPP7
28601,ENSG00000238882.1,RNU6-329P
28602,ENSG00000286243.1,RP11-342F21.2
28603,ENSG00000235901.2,RP11-342F21.1
28604,ENSG00000204250.3,LINC00587
28605,ENSG00000232242.2,ZYG11AP1
28606,ENSG00000234269.2,RP11-338N12.1
28607,ENSG00000155833.15,CYLC2
28608,ENSG00000229830.1,RP11-341A22.1
28609,ENSG00000225564.6,LINC01492
28610,ENSG00000226566.2,RP11-436F21.1
28611,ENSG00000253031.1,RNA5SP291
28612,ENSG00000285483.1,RP11-373O10.1
28613,ENSG00000270332.2,SMC2-DT
28614,ENSG00000136824.19,SMC2
28615,ENSG00000242111.1,TOPORSLP
28616,ENSG00000203396.3,RP11-217O12.1
28617,ENSG00000186881.3,OR13F1
28618,ENSG00000283001.2,RP11-317C20.9
28619,ENSG00000148136.5,OR13C4
28620,ENSG00000204246.4,OR13C3
28621,ENSG00000186943.1,OR13C8
28622,ENSG00000237443.1,OR13D2P
28623,ENSG00000277556.1,OR13C5
28624,ENSG00000276119.1,OR13C2
28625,ENSG00000136839.1,OR13C9
28626,ENSG00000273423.1,OR13I1P
28627,ENSG00000235248.3,OR13C1P
28628,ENSG00000179055.8,OR13D1
28629,ENSG00000188712.4,OR13D3P
28630,ENSG00000136783.10,NIPSNAP3A
28631,ENSG00000165028.12,NIPSNAP3B
28632,ENSG00000165029.17,ABCA1
28633,ENSG00000226334.1,RP11-217B7.2
28634,ENSG00000230013.2,CT70
28635,ENSG00000286536.1,RP11-122F10.1
28636,ENSG00000201583.1,RN7SKP191
28637,ENSG00000070214.16,SLC44A1
28638,ENSG00000106701.13,FSD1L
28639,ENSG00000229419.1,RALGAPA1P1
28640,ENSG00000228317.2,RP11-235C23.5
28641,ENSG00000106692.15,FKTN
28642,ENSG00000279609.1,RP11-235C23.6
28643,ENSG00000186051.7,TAL2
28644,ENSG00000095209.12,TMEM38B
28645,ENSG00000228366.1,RP11-18B3.3
28646,ENSG00000232486.1,DEPDC1P2
28647,ENSG00000228948.2,SLC25A6P5
28648,ENSG00000234323.8,LINC01505
28649,ENSG00000225002.2,RP11-6F6.1
28650,ENSG00000229297.1,RP11-540H22.2
28651,ENSG00000277889.1,MIR8081
28652,ENSG00000237062.2,RP11-308N19.3
28653,ENSG00000200131.1,RN7SKP77
28654,ENSG00000228143.2,RP11-308N19.5
28655,ENSG00000212276.1,RNA5SP292
28656,ENSG00000148143.13,ZNF462
28657,ENSG00000230782.1,RP11-508N12.2
28658,ENSG00000231562.1,RP11-508N12.3
28659,ENSG00000223615.2,RP11-196I18.2
28660,ENSG00000225531.1,RP11-196I18.3
28661,ENSG00000226047.1,RP11-196I18.4
28662,ENSG00000226535.1,RP11-417L14.1
28663,ENSG00000119318.13,RAD23B
28664,ENSG00000226825.2,LINC01509
28665,ENSG00000287233.1,RP11-363D24.3
28666,ENSG00000213558.3,HMGN2P32
28667,ENSG00000199905.1,RNU6-492P
28668,ENSG00000136826.15,KLF4
28669,ENSG00000236005.1,RP11-438P9.1
28670,ENSG00000227350.1,PPIAP88
28671,ENSG00000202308.1,RNU6-996P
28672,ENSG00000222558.1,RNU6-1064P
28673,ENSG00000244104.3,RN7SL659P
28674,ENSG00000231293.1,RPL36AP6
28675,ENSG00000233727.1,RP11-380I20.2
28676,ENSG00000222459.1,RNA5SP293
28677,ENSG00000236783.1,RPS15AP27
28678,ENSG00000213557.4,RP11-240E2.2
28679,ENSG00000237360.2,CHCHD4P2
28680,ENSG00000230030.1,RP11-505C13.1
28681,ENSG00000169253.3,RP11-220D10.1
28682,ENSG00000231678.2,RP11-339N8.1
28683,ENSG00000231810.1,RPL36AP35
28684,ENSG00000213556.3,RP11-3J11.1
28685,ENSG00000148156.8,ACTL7B
28686,ENSG00000187003.7,ACTL7A
28687,ENSG00000070061.16,ELP1
28688,ENSG00000119328.12,ABITRAM
28689,ENSG00000119326.15,CTNNAL1
28690,ENSG00000106771.13,TMEM245
28691,ENSG00000199331.1,Y
28692,ENSG00000207698.1,MIR32
28693,ENSG00000260230.5,FRRS1L
28694,ENSG00000095203.15,EPB41L4B
28695,ENSG00000200106.1,RNU6-984P
28696,ENSG00000237124.1,MTND2P11
28697,ENSG00000207329.1,Y
28698,ENSG00000070159.14,PTPN3
28699,ENSG00000157654.19,PALM2AKAP2
28700,ENSG00000263861.1,MIR3927
28701,ENSG00000213539.4,YBX1P6
28702,ENSG00000232939.1,RP11-406O23.2
28703,ENSG00000228053.1,RP11-151F5.2
28704,ENSG00000188959.10,C9orf152
28705,ENSG00000136810.13,TXN
28706,ENSG00000204193.11,TXNDC8
28707,ENSG00000165124.18,SVEP1
28708,ENSG00000206658.1,RNU6-1039P
28709,ENSG00000232896.1,RP11-410K21.2
28710,ENSG00000030304.14,MUSK
28711,ENSG00000223918.1,RP13-461N9.2
28712,ENSG00000198121.14,LPAR1
28713,ENSG00000206923.1,RNU6-432P
28714,ENSG00000207401.1,Y
28715,ENSG00000212409.1,RNY4P18
28716,ENSG00000227531.1,RP11-202G18.1
28717,ENSG00000274263.1,MIR7702
28718,ENSG00000171133.4,OR2K2
28719,ENSG00000136813.15,ECPAS
28720,ENSG00000223238.1,RNA5SP294
28721,ENSG00000173258.13,ZNF483
28722,ENSG00000106853.20,PTGR1
28723,ENSG00000224644.1,RP11-16L21.7
28724,ENSG00000204173.11,LRRC37A5P
28725,ENSG00000059769.20,DNAJC25
28726,ENSG00000244115.1,DNAJC25-GNG10
28727,ENSG00000242616.4,GNG10
28728,ENSG00000165181.17,SHOC1
28729,ENSG00000224067.2,RP11-430K21.2
28730,ENSG00000206907.1,RNU6-1013P
28731,ENSG00000148154.10,UGCG
28732,ENSG00000266315.1,MIR4668
28733,ENSG00000222356.1,RNU6-710P
28734,ENSG00000259953.2,RP11-4O1.2
28735,ENSG00000106868.17,SUSD1
28736,ENSG00000222327.1,RNU6-855P
28737,ENSG00000200261.1,Y
28738,ENSG00000225513.1,RP11-165N19.2
28739,ENSG00000119314.16,PTBP3
28740,ENSG00000242256.3,RN7SL57P
28741,ENSG00000199525.1,RNA5SP295
28742,ENSG00000243911.3,RN7SL430P
28743,ENSG00000230081.2,HSPE1P28
28744,ENSG00000213529.3,RPL32P22
28745,ENSG00000119471.15,HSDL2
28746,ENSG00000230185.5,C9orf147
28747,ENSG00000165185.15,KIAA1958
28748,ENSG00000250068.1,RP11-576C12.1
28749,ENSG00000148153.14,INIP
28750,ENSG00000226609.2,RP11-276E15.4
28751,ENSG00000148158.17,SNX30
28752,ENSG00000119457.8,SLC46A2
28753,ENSG00000271631.1,RP11-408O19.5
28754,ENSG00000228623.6,ZNF883
28755,ENSG00000237906.1,MUPP
28756,ENSG00000136866.14,ZFP37
28757,ENSG00000285115.1,RP11-349F12.4
28758,ENSG00000284763.1,RP11-9H12.6
28759,ENSG00000284962.1,RP11-349F12.3
28760,ENSG00000285076.1,RP11-9H12.7
28761,ENSG00000284867.1,RP11-9H12.8
28762,ENSG00000285370.1,RP11-9H12.9
28763,ENSG00000225684.4,FAM225B
28764,ENSG00000231528.3,FAM225A
28765,ENSG00000136867.11,SLC31A2
28766,ENSG00000119321.9,FKBP15
28767,ENSG00000136868.11,SLC31A1
28768,ENSG00000176386.9,CDC26
28769,ENSG00000136875.13,PRPF4
28770,ENSG00000165188.14,RNF183
28771,ENSG00000148225.16,WDR31
28772,ENSG00000119411.11,BSPRY
28773,ENSG00000119431.10,HDHD3
28774,ENSG00000148218.16,ALAD
28775,ENSG00000148229.13,POLE3
28776,ENSG00000157653.12,C9orf43
28777,ENSG00000138835.22,RGS3
28778,ENSG00000237073.1,RP11-168K11.2
28779,ENSG00000282897.1,RP11-168K11.5
28780,ENSG00000233817.1,RP11-168K11.3
28781,ENSG00000227482.1,RP11-18B16.2
28782,ENSG00000214669.3,RP11-18B16.1
28783,ENSG00000232905.2,RP11-534I8.1
28784,ENSG00000157657.14,ZNF618
28785,ENSG00000106927.12,AMBP
28786,ENSG00000136883.15,KIF12
28787,ENSG00000196739.15,COL27A1
28788,ENSG00000207726.3,MIR455
28789,ENSG00000229314.6,ORM1
28790,ENSG00000228278.5,ORM2
28791,ENSG00000106948.17,AKNA
28792,ENSG00000235119.1,RP11-9M16.2
28793,ENSG00000095397.16,WHRN
28794,ENSG00000271214.1,RP11-9M16.3
28795,ENSG00000235797.2,RP11-402G3.6
28796,ENSG00000136888.8,ATP6V1G1
28797,ENSG00000157693.15,TMEM268
28798,ENSG00000201749.1,Y
28799,ENSG00000230054.3,TEX53
28800,ENSG00000230601.7,TEX48
28801,ENSG00000230284.1,RP11-402G3.4
28802,ENSG00000274919.1,RP11-428F18.2
28803,ENSG00000181634.8,TNFSF15
28804,ENSG00000229817.1,RP11-78H18.2
28805,ENSG00000173077.16,DELEC1
28806,ENSG00000106952.8,TNFSF8
28807,ENSG00000041982.16,TNC
28808,ENSG00000236461.1,RP11-523L1.2
28809,ENSG00000234692.1,RP11-445L6.3
28810,ENSG00000228714.4,RP11-284G10.1
28811,ENSG00000274755.1,U2
28812,ENSG00000204148.3,LINC00474
28813,ENSG00000228707.1,RP11-787B4.2
28814,ENSG00000182752.10,PAPPA
28815,ENSG00000226604.2,PAPPA-AS2
28816,ENSG00000244757.1,RP11-45A16.4
28817,ENSG00000256040.2,PAPPA-AS1
28818,ENSG00000148219.18,ASTN2
28819,ENSG00000229105.1,ASTN2-AS1
28820,ENSG00000230894.2,RP11-67K19.3
28821,ENSG00000119401.11,TRIM32
28822,ENSG00000285820.1,RP11-305F14.1
28823,ENSG00000230734.1,RPL10P3
28824,ENSG00000207268.1,SNORA70C
28825,ENSG00000201140.1,RN7SKP128
28826,ENSG00000222413.1,RN7SKP125
28827,ENSG00000233516.1,RP11-388N2.1
28828,ENSG00000233569.2,RP11-500B12.1
28829,ENSG00000235133.1,RPL35AP22
28830,ENSG00000285082.2,RP11-281A20.3
28831,ENSG00000136869.16,TLR4
28832,ENSG00000201444.1,RNU6-1082P
28833,ENSG00000284977.2,RP11-281A20.2
28834,ENSG00000231901.1,RP11-281A20.1
28835,ENSG00000234782.3,TPT1P9
28836,ENSG00000225050.2,RP11-349E4.1
28837,ENSG00000235201.1,LINC02578
28838,ENSG00000231166.2,TUBB4BP6
28839,ENSG00000078725.13,BRINP1
28840,ENSG00000260970.1,RP11-295D22.1
28841,ENSG00000261432.1,LINC01613
28842,ENSG00000225960.1,RP11-360A18.1
28843,ENSG00000207814.1,MIR147A
28844,ENSG00000136861.18,CDK5RAP2
28845,ENSG00000106780.9,MEGF9
28846,ENSG00000238181.2,AHCYP2
28847,ENSG00000119402.18,FBXW2
28848,ENSG00000214654.8,B3GALT9
28849,ENSG00000270917.1,RP11-27I1.6
28850,ENSG00000095261.14,PSMD5
28851,ENSG00000226752.9,CUTALP
28852,ENSG00000119403.15,PHF19
28853,ENSG00000056558.11,TRAF1
28854,ENSG00000106804.8,C5
28855,ENSG00000119397.18,CNTRL
28856,ENSG00000119396.11,RAB14
28857,ENSG00000243738.3,RN7SL181P
28858,ENSG00000148180.21,GSN
28859,ENSG00000214651.4,RP11-477J21.2
28860,ENSG00000239593.1,RP11-477J21.6
28861,ENSG00000235865.2,GSN-AS1
28862,ENSG00000148175.13,STOM
28863,ENSG00000227355.3,RP11-162D16.2
28864,ENSG00000204136.12,GGTA1
28865,ENSG00000240299.3,RN7SL187P
28866,ENSG00000213467.4,HMGB1P37
28867,ENSG00000136848.17,DAB2IP
28868,ENSG00000229854.1,RP11-524G24.2
28869,ENSG00000261534.1,RP11-244O19.1
28870,ENSG00000175764.16,TTLL11
28871,ENSG00000237548.1,TTLL11-IT1
28872,ENSG00000266583.1,MIR4478
28873,ENSG00000119421.7,NDUFA8
28874,ENSG00000185681.13,MORN5
28875,ENSG00000106852.15,LHX6
28876,ENSG00000119446.14,RBM18
28877,ENSG00000148187.18,MRRF
28878,ENSG00000095303.17,PTGS1
28879,ENSG00000269970.1,RP11-498E2.9
28880,ENSG00000233616.2,RP11-542K23.10
28881,ENSG00000234156.3,RP11-542K23.7
28882,ENSG00000136834.3,OR1J1
28883,ENSG00000197233.7,OR1J2
28884,ENSG00000239590.1,OR1J4
28885,ENSG00000171505.5,OR1N1
28886,ENSG00000171501.10,OR1N2
28887,ENSG00000171496.5,OR1L8
28888,ENSG00000228914.2,OR1H1P
28889,ENSG00000165202.3,OR1Q1
28890,ENSG00000280094.2,OR1B1
28891,ENSG00000173679.2,OR1L1
28892,ENSG00000171481.5,OR1L3
28893,ENSG00000226783.1,TLK1P1
28894,ENSG00000136939.1,OR1L4
28895,ENSG00000171459.4,OR1L6
28896,ENSG00000232387.2,SKA2P1
28897,ENSG00000148215.4,OR5C1
28898,ENSG00000136940.14,PDCL
28899,ENSG00000165204.3,OR1K1
28900,ENSG00000233425.1,KRT18P67
28901,ENSG00000056586.16,RC3H2
28902,ENSG00000212447.1,SNORD90
28903,ENSG00000186130.5,ZBTB6
28904,ENSG00000171448.9,ZBTB26
28905,ENSG00000261094.2,RP11-355O1.11
